"genenames","signed_p_Rp_WT_norvsOIR","signed_p_RPE_WT_norvsOIR","signed_p_SC_F_WT_norvsOIR","signed_p_Muller_WT_norvsOIR","signed_p_Microglia_WT_norvsOIR","signed_p_Cone_WT_norvsOIR","signed_p_BC_WT_norvsOIR","signed_p_AC_WT_norvsOIR","signed_p_Melano_WT_norvsOIR","signed_p_Immune_WT_norvsOIR","signed_p_Endo_WT_norvsOIR","signed_p_R_BC_WT_norvsOIR","signed_p_other_BCs_WT_norvsOIR"
"Sharpin",-0.191382144081453,0.425128477038754,2.53012919577463,-0.0210313935321162,-0.486196083020594,-0.0682197036876696,0.0747532478747633,1.17154155749371,-0.438855080509227,0.0920150602874247,-0.584477794450053,0.492104689907421,-0.270675800023775
"Shb",0.0698445525958146,0.838658394499415,0.648193155632125,6.18090977267527,-0.188886922137826,-0.294122739811268,0.366665077584099,-0.101240554161236,0.131296354584767,0.581235107182897,-1.4108466123177,0,0
"Shbg",1.74846417753902,1.03865413285127,-0.114852387196293,0.691727472455935,0,0,-0.366665077584099,0,0.259793667322702,0,0,-0.398912934352276,0
"Shc1",-0.37892000500782,-0.146983855320989,0.0541542240483989,1.14719280370576,0.42999417581181,-0.209235745304846,0.608903460591755,0.0699454285833738,0.0693154852185926,-0.450878313214892,0.431017159696219,0.763425717474751,-0.146753607631242
"Shc2",0.530519251151221,0.480509713775952,-0.0515660370528453,1.06914643246217,-0.953755071703609,0.461328107936453,-0.701040844718284,0.812307411459423,0,0,0.432771932265703,1.12344077926578,1.18093330902917
"Shc3",-1.19965103991489,-0.515231267959666,-1.05107482320899,0.917192308216437,0.055794955352871,0.461328107936453,-0.269129042056953,-1.22514038363708,0.259793667322702,0,-0.0227398757690313,-1.59269928321203,-0.0873067820281924
"Shc4",0.747465380615869,-0.535800573677219,0.44437646921463,0.863883187407744,-0.055794955352871,0.212075253793528,0.101475405864049,0.322662301289338,-0.230475337944476,0,0.71379439319811,0.56639652940559,0.431488329433793
"Shcbp1",0.547554369712878,0.480509713775952,0.618078187603123,0,1.12760243949484,0,0.643401885259761,0.00910797854061709,0,0,0.436087322777589,-0.398912934352276,0
"Shcbp1l",0,-0.27188763049295,1.01879898092652,0.691727472455935,-0.576491088771401,0,0,-0.517669247297815,0,0,0,0,0
"Shd",-0.305078974975797,0.701381308074739,-0.308594765240113,-0.434653330852344,-1.02304871439855,0.739406067869796,-1.81803261898838,-0.179741559486013,0.413184040361795,0,0,0.00353967766403104,-0.0162166964542516
"She",0.601077024341453,-0.0130480687581163,0.469643743031141,0,-0.064303585941312,0,0,0,0.119026693081528,0,-0.597831795241318,0,0
"Shf",-0.190787745432052,-0.17512087407378,0.361650092907126,-0.0100862080723544,-0.337123819244056,0.75493607873585,-0.325511233608527,-0.19765186322296,0.00626173957543187,0.982089570810922,-0.440617432592965,-0.112739599673921,-0.964189006204347
"Shfl",0,0,0,0,0,0,0,0,0,0,0,0,0
"Shh",0.380116440005269,0,0.618078187603123,0,0,0,0,0.36140745395228,0,0,0,0,0
"Shisa2",-2.71164429898124,3.18947836166337,1.60223141364003,0.215010393698996,-1.97723742854793,0.172041310259933,1.20950172995156,-0.446133967844743,0.259793667322702,-0.308135067791026,-0.530504997020365,0.0893364399533713,0
"Shisa3",0.380116440005269,0,0.63311145781083,0,0,0.461328107936453,0,0.322662301289338,0,0,0,0,0
"Shisa4",-0.918984150955951,0.467413697122969,1.03989438965542,-0.263348959971903,-0.36413851936915,0.0391687454535024,-0.821532583938999,-1.13905761850041,-0.3753714518386,-0.185974544773311,0.658739471158061,-0.0150310309662879,-0.46211780986803
"Shisa5",0.495042743409559,0.337213543269561,0.517127487536287,0.968372302320521,0.220621594940205,-0.548470048078139,-0.255835311270522,-0.792075032353804,-0.694334386153916,-1.13442982528056,0.208056834773954,0,-1.52009125640436
"Shisa6",-0.805489768799047,0.0122921276092416,-1.05091092972839,1.15208886476881,-0.576491088771401,-0.170398568698659,-0.101475405864049,0.0380490291325852,0,0,0,0.56639652940559,-0.499435184341675
"Shisa7",0.00472095172963775,-0.515231267959666,-0.39778930343576,-0.966244864875933,0.567948935541768,1.02414357567182,-0.411211897780487,0.527381634611219,0,0,0,0.371574067459104,-0.272487911667756
"Shisa8",0.357000003553908,1.03865413285127,0.0244238591425738,-1.26685894740203,-0.953755071703609,1.79356669102812,0.188280156380386,1.03852396049717,0,0,-0.530504997020365,0.0477294406591531,-0.120104722835849
"Shisa9",-0.0338203070112832,0.480509713775952,0.751422635833663,-3.7568154844109,-0.576491088771401,0,0.171780186948274,0.286587755038315,0.259793667322702,0,-0.530504997020365,-0.398912934352276,0.730003056815884
"Shisal1",-0.516193597378268,0.238453554914233,-0.0741726708349408,-1.10269842294546,-0.064303585941312,0.809985928305527,-1.26444306850685,0.25587291524636,0,-0.308135067791026,0,-0.398912934352276,-2.32017367482935
"Shisal2a",0,0,0.376906872457735,0,0,0,0,0.322662301289338,0,0,0,0,0
"Shisal2b",0,0,0,-4.39925328990159,0,-0.51182261397306,0,0,0,-0.771475345538785,0,0,0
"Shkbp1",2.97515812154273,0.717065820380704,0.441102509316579,-0.099673563322794,-0.589153373709764,-0.194856692819839,0.605992518582718,-0.737421236139036,-0.350112854667417,-0.344715275304971,-0.561721893609818,-0.877338787023369,-0.159938713467407
"Shld1",-0.388110669834036,0.650606608608412,-0.325228270304545,-0.15782613046432,-1.75313622499974,0.285237729197749,0.219729349440249,-0.545763857795939,0.625882298026268,-0.372212388907783,-1.28803799673004,0.0296906664916409,0.0420681189444466
"Shld2",-1.218748557652,-0.024228365991121,0.148070989145286,0.0366776171869529,-0.430534068290126,-0.182109937797091,0.00397039463894714,0.186324797185572,-1.15665884215278,1.32333717579476,0.368438553780446,0.0925511675505302,-0.2444282335809
"Shld3",-2.25225701830236,-0.212690358022342,0.490965786130413,-0.113231989516314,-0.266456104828828,-1.32234604863601,1.05304234850686,2.67645988535005,1.5854112670288,0.498892860541336,0.395743897434357,0.100936549308242,-0.149918419354877
"Shmt1",0.262863811398257,-1.66660567631025,0.684560159042035,-0.709218046012216,0.170239806489606,0,-0.366665077584099,0.388832620686897,0,0,-0.0623524895108959,0,-0.499435184341675
"Shmt2",-0.146933557501241,0.587118603440401,0.277977140250948,1.83179508982919,-0.2875398079145,0.439908639909263,0.722729450024254,0.161949476024037,-0.207555203770464,0.322423203558911,-0.0890596661768048,3.43398638389037,1.30830881243161
"Shoc1",0,0,0,0,0,0,0,0,0,0,0,0,0
"Shoc2",-11.2750910997928,-0.448488326897646,-1.61592657590241,1.44340707711821,-3.74386550901647,0.0757396431116443,-1.54707271476383,-3.29054105576045,-0.534201102138295,-0.816379861470374,-0.111981514545234,-0.932934972315771,0.0261949828190587
"Shox2",0.380116440005269,0,0.132702113985647,0,0,0,0,0,0,0,0,0,0
"Shpk",0.072185128751144,-0.0100768573128929,0.300778268923435,-0.0459263688632232,-1.34936466645963,-0.07125202823993,0.282770035121062,-0.860372594473411,0.493861303659053,-0.185974544773311,-0.0504126306364829,0.620429681634389,0.376453838076626
"Shprh",-0.376364669717647,-0.128043444714267,-0.501512438534853,-2.00314528658414,-0.872480175797762,0.86666727545725,0.066628017033434,-0.236108815377596,-0.742956891593221,-0.531152327774346,0.325475037084956,-0.0736615176297821,-2.44134633781458
"Shq1",-0.493804381071266,0.248058689179374,-0.00872427046765077,1.44289377146512,-0.319212929694375,-0.00161049597270832,1.55954033123442,1.12788587439107,-0.797808572579546,0.0384767632695934,-0.283953717750051,0.137041068115755,-0.0526337743905203
"Shroom1",0.0864665466997208,0.0122921276092416,-0.662675939766595,0.270815500459651,-0.135724489728687,0,0,0,0.137342840635904,0,-0.943831720947002,0,0
"Shroom2",3.43454048329062,1.12527632763312,2.23222974769872,0.922823718430565,0.0188027495404402,2.5684254523343,0.474948349449026,1.48865963837203,-0.431603465848189,0,-0.164632933060236,0.713355673140098,0.14934474966426
"Shroom3",-4.08929677522165,-2.60089307117043,1.92385062012536,0.0248068412940636,0.0846766946506256,-1.17910946809272,-0.824550896120902,0.265503871245436,-0.675072662181267,-0.185974544773311,-0.578861905019125,-0.142553845548283,-1.29456369851598
"Shroom4",1.20640899866401,-0.302071829667627,0.228614136149372,-0.491293875833903,0,0,0.643401885259761,1.25797787706373,-0.371987607324007,0,-0.402496908025222,1.32503866940794,-0.499435184341675
"Shtn1",2.15292875898598,-0.239003210264891,0.385990326757444,0.92995740820242,0.0375322686925362,-1.01691618918092,0.0795627791146324,-0.445413692446614,-0.512339344033641,0.0323488042862008,0.286178207829134,0.777404623274451,0.173253643700994
"Siae",-0.186562636939902,1.79720037346813,-0.176182619523702,-1.61099898523487,0.310304796039538,1.79356669102812,0.43933859355232,1.45252190648425,-0.853841192294842,0.303529227061025,0.00904902771564113,-0.156170195652355,-0.106623897394583
"Siah1a",-0.582496811758924,-1.44763310239549,0.196950065389812,-0.267130785711254,0.0387212589820299,0.802196586517001,-0.0254445020624772,-0.414321192655694,0.0751325870508661,1.45254703147513,-0.129204272386319,0.102171095855631,0.0903540591938606
"Siah1b",0.128092232114106,0.305144381093528,-0.766451618801348,0.0146773488812733,0.514670425411835,0.20399700181861,0.578962811577863,0.22566061123021,0.0379778934208706,-0.185974544773311,-0.297609766802893,0.0912164213628175,0
"Siah2",1.27352768737873,-0.0379020385427875,0.204152148111271,0.287478999198061,-1.79640913626094,0.0651178051456769,0.92175827382683,0.168578112688785,-0.818360741180794,-1.14150740350484,0.414738310634818,0.155902247746931,1.31731059218974
"Siah3",1.35435222525912,0.22550944589972,0.114852387196293,0.691727472455935,-0.576491088771401,-0.0193694717981585,0.62759932492406,-0.758715789896344,0,0,-0.530504997020365,1.70748530502431,0.196248455858335
"Sidt1",0,0.480509713775952,0,0,-0.576491088771401,0,0,0.115007729245795,0,0,0.432771932265703,0.56639652940559,-0.85151044206905
"Sidt2",0.653661043273688,-0.433920175470873,-0.103294455508693,-0.571218747023046,-3.68896107398301,-0.237641142616831,-0.201593169960446,0.0555735990562812,-0.472810091534587,-0.183154128303949,-0.798518302980289,0.240280500616235,-0.292526312677973
"Sigirr",0.797883513500315,0.480509713775952,-0.484386187993409,0,0.055794955352871,0,0,0,0.243677152726734,-0.593490860310123,-1.23146486436614,0,0
"Siglec1",0.435931103800007,0,0,0,-0.93960498001387,0,0,1.25797787706373,0,-0.18975164021029,0,0.56639652940559,0
"Siglec15",1.16055810592419,0,0,0.140809079577206,0,0,0,0,0,0,0,0,0
"Siglece",-1.07822033657917,0,0.618078187603123,0.140809079577206,-1.35543122346451,-0.254483357006537,0.232955433455929,0.742023495202219,0,0.0712445381505052,0,0,0
"Siglecf",0.380116440005269,0.429362454414416,0,0,-0.65353365524372,0,0,0,0,1.26125693710039,0,0,0
"Siglecg",0,0,0,0,-0.064303585941312,0,0,0,0,-0.151165951866625,0,0,0
"Siglech",0.797883513500315,0.480509713775952,0,0,-2.35048516108193,0,0,0,0,0,0,0,0
"Sigmar1",-1.09019852391008,0.263177124368575,1.10303803602819,0.134088059853362,-0.999167200976615,0.219920807334888,-0.116677335831253,0.245150202653375,0.310425909125035,0.519576219761773,-0.199594862304171,-0.0359657654679409,0.0583145756735934
"Sik1",2.31081501598822,2.55670296665846,-0.369651853004787,-0.309123862424749,-1.06005603156499,-0.0124277290525373,-0.295994471396578,0,-0.122482319962053,-0.893281299000185,-0.986163881432752,-0.0111354535951796,0.577178287067516
"Sik2",0.705009113356301,0.270446510112752,-0.0650541316052227,0.49580598567611,-2.81954425119229,0.206468243921747,1.55312103911289,-0.123894475818373,0.136525786772295,-0.440376512400012,0.286487791425707,0.926820113231305,0.178058861086244
"Sik3",1.33967270934883,-0.0612087845753678,0.0629040305497376,-0.182110104519964,-0.501698583614746,0.128505603405223,-0.531095701366531,-0.359146542268881,-0.786480582518404,0.174400056364016,0.0788123458908332,0.534668944626895,-0.547127411263468
"Sike1",0.00493527954280016,0.712223894528261,0.917068100223283,0.127946887417348,0.462172829993635,1.33134285029984,0.283620951710333,1.53779469134197,-0.339818358600299,-0.354560235399995,-0.582189150439734,0.123438372030006,-0.176080349766405
"Sil1",-1.90892576958036,0.896194305124752,1.1548143532591,-0.908602406072739,0.203262705608829,-0.229240359367948,0.433519652371523,1.21233992512956,-0.423142429987278,-0.238366740060938,-1.1632989753976,0.417672853091528,0.516035277834505
"Sim1",-0.114900015455068,0,0,0,0,0,0,0,0,0,0,0,0
"Sim2",0,0,0,0,0,0,0,0,0,0,0,0,0
"Simc1",0.490619471172002,0.303264235010822,1.31467571084165,1.38530921572565,-0.661484976285349,0.371930002991218,-0.674179864406036,0.171641221848363,0.0754741689111749,-0.00520877471824992,-0.252114749369802,-0.151810072864289,0.200028260502734
"Sin3a",-0.391454630421959,-0.00598088406634196,-0.223728416881383,0.429886233124949,-1.12039507117481,-0.00126348343993228,-0.0879274855060551,-0.113703923906901,-0.911811180091493,1.01738596589626,0.137790223473599,-0.122023581388974,0.658771372582744
"Sin3b",-0.341299052883916,2.46173404215422,0.0729037182130202,0.0946627745229677,-0.266292657696327,1.59261988500638,0.658474898859343,-0.960603841973632,-0.156877092746067,0.602699980045433,0.845562118742607,-0.169064938929516,0.186790655348708
"Sinhcaf",0.0856164382104593,0.449949902561257,0.309962344407348,-0.368354796316247,0.409890871685317,0.0172472296823021,0.0699174590203207,0.0294156365309931,0.0998113063336824,-0.208785645055166,-0.0792022623354152,0.0120050085710358,0.146753607631242
"Sipa1",-0.947054686808641,0.183739633787685,-0.156313880985944,0.609258279530991,-1.98949482499719,1.67018691004664,0.111232761636793,0.91487628729141,0.0135028738498408,0.373405374675957,-0.202123773773274,0.18745855801334,-0.420306206378318
"Sipa1l1",-1.00418002663022,3.16400774861445,0.100581208774126,-0.483673961892106,-1.18026594191534,0.0886323622164,-0.161273552339236,-0.0342130716458359,-1.27580009273286,-0.0842776649647048,0.0567390647332798,-0.807123397410684,0.494582966599561
"Sipa1l2",-5.5126562745203,1.7229770251952,0.0632124718929791,-0.954763629183747,0.546138539806795,1.86787643243538,0.343833253269462,-0.0835819590354143,0.00793509639360072,0.421738194835603,-0.286343506573491,-0.243757142928466,0.431488329433793
"Sipa1l3",-0.933887192512213,-0.177017610192529,-0.247936289090959,0.222550131504149,-1.74198575249694,-0.0158840776719854,-0.0260833551273638,0.0991328696323994,0.420268498494419,-0.282372523815996,-0.342783669633577,0.195663409190303,0.159215419609306
"Sirpa",-3.68727127639144,1.03065674362969,-1.29391392604604,-2.11642562980496,-0.986850443255323,-0.3577252280714,-0.882759050461252,-0.0590210532675397,-0.714454954858792,-0.470026559939294,2.78647444653673,0.407878686056344,-0.268833868452937
"Sirpb1a",0,0,0,0,-0.576491088771401,0,0,0,0,-0.263984418256657,0,0,0
"Sirpb1b",0,0,0,0,0,0.461328107936453,0,0,0,-0.0452618290758133,0,0,0
"Sirpb1c",0.380116440005269,0,0,0,0.415361012849499,0.461328107936453,0,0,0,-0.511737003552126,0,0,0
"Sirt1",-0.952270305750506,0.973042482874763,0.312024261816264,0.166483406255572,-3.75354698730029,0.0433187911849095,0.105282457807391,-0.20630846283893,-0.71680898522542,-0.261746008723045,0.0617481746640975,0.83445232589586,-0.531864271237767
"Sirt2",-7.8203354415128,0.119306642518061,-1.37597383605608,-0.755818448342385,0.174031137972336,-1.48806896009174,0.0911627918812483,-0.0744856316527901,0.0844133759396056,0.328084182262116,-0.302166328394651,-0.918773022926732,-0.567472604766416
"Sirt3",0.0594853706244036,-0.119264562586251,1.22620965343442,-0.536125135713853,-0.600496905508632,0.600193997757774,-0.0538018127907403,0.177904756580557,-0.270213059900898,0.61080384879984,0.0284752168299317,0.386259292992782,-0.610210197040948
"Sirt4",-1.44761083101528,-0.272070357394006,0.458502309658612,0.342769816312126,-0.796268358569883,-0.163785467598044,-0.622537244667365,0.199769976950638,0.230219340737974,-0.0108440043999982,-0.176117381048414,-0.171992574743698,-0.121476209053904
"Sirt5",-0.175010201775625,0.862342590197385,-1.04390208700225,0.100185889399583,-0.826595833005985,-0.166285685923608,-1.89656648228728,-0.502170059780301,0.0565817382273327,0.0108440043999982,0.598867918777048,0.132339233870926,-1.09346728327478
"Sirt6",0.153636750275549,-0.775345586262458,-0.106344123965801,0.0288537927054564,-0.495217397497485,0.759408013033878,1.1762408162269,0.177245403702346,-0.884982941031997,0.050963468776798,1.31839752375852,0.525806160894543,0.560655906692002
"Sirt7",1.4907847829934,2.85585702733993,0.426067831648177,-0.210760042376346,0.326546105321651,0.171744843600173,-0.30697657221851,0.0266968097549774,-0.241809218442737,0,-0.142401728992412,0.0221637037714714,0.0265008373374691
"Sis",0,0,0,0,0,0,0,0,0,0,0,0,0
"Sit1",0,0,0.618078187603123,0,0,0,0,0,0,0,0,0,0
"Siva1",0.171780069773893,0.0287476486895947,0.421457063940471,1.24370293109833,-0.0632040884221984,-0.0243330477168697,0.0633558733000185,0.0049451992880915,0.298736137476469,0.724624800463475,0.314178459132292,0.342104640037766,-0.127407947945227
"Six1",0.54092188533575,0,0.546171131062068,0.200391364604827,-0.576491088771401,0.461328107936453,0.643401885259761,0,0,0,-0.530504997020365,0.0477294406591531,0.431488329433793
"Six2",-0.660186047826332,0,-0.119582229516272,0.356428099417734,0,0.461328107936453,0,-0.41501827154694,0,0,0,0,0
"Six3",0.249159277790945,0.121911138125087,-0.475110910570975,-0.980828573438514,-1.32323262061568,-0.00453548086241926,-0.515847112565692,0.382289206010474,0,0.66497612542256,0.069062827752772,-0.598642670548571,0.441334583684652
"Six3os1",0,0,0,0,0,0,0,0,0,0,0,0,0
"Six4",0.601077024341453,0.27188763049295,-0.93245347426959,-0.249086014364191,0,0,0,-0.161803745298615,0,-0.308135067791026,0.416988439796293,0,0
"Six5",-0.49830177517526,-0.0370393360089072,0.948740281978135,-1.48236611870717,0.415361012849499,-0.51182261397306,-0.366665077584099,0.154778407175131,-0.0933283445390138,0,0.544348644930831,0.0681919417418856,0
"Six6",-0.415879710281968,0.0122921276092416,-0.848852122489169,-5.14879277923573,-0.953755071703609,-0.201894342553791,0.0890957146567002,-0.487716323272196,0,0,-0.530504997020365,0.177863812824931,-0.0669213054696972
"Ska1",0,0,0,0,1.12760243949484,0,-0.366665077584099,-0.322662301289338,0,-0.308135067791026,0.0227398757690313,0,0
"Ska2",-1.82472193789178,-0.387131158440798,-0.0521693327971777,-0.936961024941189,-0.355993852630471,0.87264816432005,0.50354753964519,0.708570472585406,-0.622489885241896,-0.308135067791026,-0.226986415473831,1.17015934818718,0.940682155273515
"Ska3",-0.458347204061363,0,1.09682571705089,0.341453540249284,0.356423236763686,0.461328107936453,-0.59418977330657,0.742023495202219,0,-0.308135067791026,0.972665274517128,0.956617101082366,-0.499435184341675
"Skap1",0,0.480509713775952,0,0,0,1.02414357567182,0,0.322662301289338,0,0,0,0,0
"Skap2",9.20595629665694,0.918064859551353,0.260964055883664,0.666782953535307,-0.354415010982548,1.28378336872409,0.167915786598934,0.518481918457214,-0.91048915046652,1.57153440375095,-0.200602805989375,0.666554327236779,0
"Ski",0.693183879977991,0.15325391139257,0.0168840050202649,0.0111181841929256,-0.570260240985793,0.337997206970389,0.694736724284994,1.09215576570574,-0.387427967928252,0.586207322265312,-0.40232105755026,2.16143977561642,-0.343533376771476
"Skida1",-3.05455620934176,0.611986657275937,0.333450969657609,-0.465979730987235,0,-0.114783410259345,0.020214456458238,-0.825389974712763,-0.675072662181267,-0.185974544773311,0.0851441916778598,0.342104640037766,0.477014775278688
"Skil",0.0800641254356445,0.254247766245555,-0.41518053227282,0.978437354275474,-0.969246934311644,-0.0810854321197667,-0.269136347289581,0.365520130866318,0.0386697405245334,0.293932341487732,-0.114907136437235,-0.62873972257976,0.360134633159015
"Skint1",0,0,0,0,0,0,0,0,0,0,-0.530504997020365,0,0
"Skint10",0,0,0,0,0,0,0,0,0,0,0,0,0
"Skint11",0,0,0,0,0,0,0,0,0,0,0,0,0
"Skint2",0,0,0,0,0,0,0,0,0,0,0,0,0
"Skint3",0,0,0,0,-0.576491088771401,0,0,0,0,0.377891917292641,0,0,0
"Skint4",0,0,0,0,0,0,0,0,0,0,0,0,0
"Skint5",0,0,0,0,0,0,0,0,0,0,0,0,0
"Skint6",0,0,0,0,0,0,0,0,0,0,0,0,0
"Skint7",0,0,0,0,0,0,0,0,0,0,0,0,0
"Skint8",0,0,0,0,0,0,0,0,0,0,0,0,0
"Skint9",0,0,0,0,0,0,0,0,0,0,0,0,0
"Skiv2l",0.248838000875644,1.13599034801214,0.14496521398846,-0.833693862840926,0.486298618025554,0.249370875116567,0.167035433444682,0.0792570263413159,0.358110443005856,-0.238366740060938,0.181817601749655,0.395189809021908,0.102079760189523
"Skor1",-0.215538233972507,0.480509713775952,-0.39778930343576,-0.566711072848102,0,0,0,0,0,0,0,0.56639652940559,0
"Skor2",0,0.480509713775952,0,0,0,0,-0.997150393996418,0.742023495202219,0,0,0,0,0
"Skp1a",-2.07162537980485,-0.942757703863015,-0.0178330852437666,-0.364245808237357,0.172308231057368,-0.961015758046035,0.220313324478823,0.153544777736557,0.123379813335637,0.516622759157915,-1.0464631276939,-0.202562396375155,0.188236582054915
"Skp2",-0.0880953548563569,-0.119163241375329,-1.11575471487119,0.155518040100958,-0.0798912498444132,0.369264891795119,-0.169885579238407,-0.140054254529641,0.0190543942962974,0.825380267804543,0.0949630227285389,0.0349894012448739,0.0294677821178341
"Sla",0.380116440005269,0.480509713775952,1.01879898092652,0,-0.353551138889716,0,0,0,0,-0.979947203104962,0,0,0
"Sla2",0.364756439118084,0.480509713775952,0,0,0,0.75493607873585,0.366665077584099,0,0,0,0,0,0
"Slain1",0.539274502244099,0.379957562671143,-0.475110910570975,-0.186931373574025,-0.953755071703609,0.0365660123231522,0.18469739851447,0.108869116758862,0.0558659861837845,0,0.71379439319811,0.0364367038483863,-0.0879835830582554
"Slain1os",0,0,0,0,0,0,0,0,0,0,0,0,0
"Slain2",0.400034036912546,-0.427554175881112,0.213847259587762,1.16449468096818,0.171713148331409,0.132756487257426,0.604761853026203,-0.268349985019745,0.277080783010806,-0.059078734688921,-1.63727498918434,-0.0721165412760611,0.150125908274774
"Slamf1",0,0.480509713775952,0.618078187603123,0,-1.2254194002503,0,0,0,0,0,0,0,0
"Slamf6",0.380116440005269,0.480509713775952,0,0,-0.315165607042376,0,0,0,0,-0.308135067791026,0,0,0
"Slamf7",0,0,0,0,-0.972130038753641,0,0,0,0,0.0619897713845729,0,0,0
"Slamf8",0,0,0.0852327836457046,0,-0.386329782990138,0,0,0,0,0.124994143611251,0,0,0
"Slamf9",0,0,0.618078187603123,0,0.302181403095514,0,0,0,0,-0.499279366005327,0,0,0
"Slbp",0.472307753630068,-0.0150989188805623,0.300654256724536,1.31696888438982,-0.640289021594661,0.0286814845089555,0.00508281057280322,0.04785743203528,-1.05059781156204,-0.368737654892235,0.0874649567100265,-0.0561546340072582,0.594218155046165
"Slc10a1",0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc10a2",0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc10a3",0.0339607486297753,0.692011210025636,0.267502003988077,-0.534723510258258,-1.72064921746695,0.00958038134154453,0.825023206721114,-1.02285201063148,-0.918292463925719,0.474540412728786,-1.86834727751391,0.56639652940559,0.431488329433793
"Slc10a4",-0.466541838470236,0,0,-0.356428099417734,0,0,0,-0.0184047069752647,0,0,0,0,0
"Slc10a5",-0.363441753869922,0,0.618078187603123,0,0,0.75493607873585,0.643401885259761,0,0,0,-0.886120405962627,0.56639652940559,0
"Slc10a6",0,0,-0.544722367400027,1.15208886476881,-0.576491088771401,0.461328107936453,0,0.742023495202219,0.948930492444763,0,-0.316230032717806,0,0
"Slc10a7",0.929786405281175,0.136881207278885,-0.0104847348061052,0.411291791283502,-0.577198680307606,-0.105399472453205,0.796698108595766,0.139539233497215,0.619859943490423,-0.183040615631397,-0.0253157459348488,0.468104356267006,0.534890474188693
"Slc11a1",0.0877830679791612,0.353136648358012,0,0.691727472455935,0.0747799275482136,0.461328107936453,0,0.322662301289338,0.948930492444763,-0.517862326315363,0,0.956617101082366,0
"Slc11a2",-1.24590439787393,-1.22253001673298,0.32699542524034,-0.359743171520211,0.381402086906879,-0.233097272451129,-0.451131057574001,0.0286765501825744,-0.130882902178583,-0.0412447625927617,0.20082618647088,0.388600115677999,0.0051417426595787
"Slc12a1",0,-0.559390045887755,0,0,0,0,0,0,0,0,0,0,0
"Slc12a2",0.052801988828345,0.128464686644807,-0.575953848303853,0.620735625153834,-0.70000121793982,-0.27401709731432,0.637128860395575,-0.0497710484877971,-0.390015619394044,-0.59158884985637,0.599956913312563,-0.67697312676176,-0.245746532793675
"Slc12a3",-0.660186047826332,0,-0.39778930343576,0,0.415361012849499,0,0,0,0,0,0,0,-0.499435184341675
"Slc12a4",-0.0576854638430795,-0.155690254549017,0.242154953311235,2.5452446755717,-0.112144312847124,1.02414357567182,0.844499533133605,0.167257363015108,-0.502470913713161,0.153297546532938,0.289212424668897,0,0.806489235188001
"Slc12a5",-1.0893996261568,-0.479424623979154,0.0913672593025218,0.220495031511507,-1.61457973486036,-0.254941581669923,-3.99491072913958,-0.237146166731589,-0.797808572579546,-1.07226430248137,-0.46712872190747,-0.130362109868936,-2.32017367482935
"Slc12a6",-2.4136129935363,0.823466134127302,1.59038533131959,0.0447389871855184,-2.65924930748498,0.0588454880535546,-0.743989949276262,0.192294044966439,0.162088535477306,-0.391106021752208,-0.919393114927908,-0.0335676374644375,0.420741288973341
"Slc12a7",-0.547260785640326,0.737035436991323,0.274421612335467,0.853929170477069,0.0848389826886453,-0.0193694717981585,-0.59418977330657,0,0.0710795724404119,0.22864290696075,-0.5189653385932,0,0
"Slc12a8",1.50258746391615,-0.144333777911048,0.0288065001804144,0,0,0,0,0.297552145101478,0,0,0.422735485082199,0.56639652940559,0
"Slc12a9",-0.367658694123696,-0.00221627448696342,0.600583301724169,0.1146491343073,-0.697601834128018,0.240447796207293,0.105973990894377,-0.694154566443598,0.0274182415923846,-0.740761297856535,0.452324430995419,0.438906023959243,0.478574696379401
"Slc13a1",0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc13a2",0,0.773421501374736,0,0,0,0.461328107936453,0,0,0,0,0,0.56639652940559,0
"Slc13a2os",0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc13a3",-0.00558477928975172,0.28324698629402,0.12974950298888,0.509775246312452,0.00584876921945157,-0.51182261397306,0,0.322662301289338,0,-0.814175463507203,0,-0.398912934352276,0
"Slc13a4",0.380116440005269,0.157046020501997,-0.39778930343576,0.140809079577206,0,0,0,0.322662301289338,0.948930492444763,0,0,0.56639652940559,0
"Slc13a5",-0.110689072576947,0.44863404210087,0,-6.38804784880581,-0.576491088771401,0,0.366665077584099,0.167257363015108,0,-0.771475345538785,-0.0227398757690313,0.56639652940559,0
"Slc14a1",1.1822594297498,0.480509713775952,-0.310966391536627,2.26942413991146,-1.60092656325562,0.75493607873585,0.366665077584099,0.182240760977756,0,0.66497612542256,0.432771932265703,0.956617101082366,0
"Slc14a2",0,0,-0.39778930343576,0,0,0,0,0,0,0,0,0,0
"Slc15a1",0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc15a2",-0.516023969881606,-0.174498876041478,-0.196693252957837,-7.86654704402128,0.22968749654879,-0.0193694717981585,-0.317717794917425,0.182240760977756,0.0254309396798406,-0.204263865079801,0,0,0
"Slc15a3",0.530519251151221,0.157046020501997,-0.115314939177427,0,-0.133093614499763,0.75493607873585,1.08110945000703,0,0,-0.0888593738337672,-0.651486238825762,-0.398912934352276,0
"Slc15a4",-0.160710970126374,1.08542693336484,-0.130291465120428,0.812286581739415,-0.237913153006052,2.135115993863,-0.0987950170666436,0.27397932275689,0.81169157698079,-1.9000596691244,0.0644943887141677,-0.0817134292459313,0.422293203790027
