"genenames","signed_p_Rp_Emp2ko_norvsOIR","signed_p_RPE_Emp2ko_norvsOIR","signed_p_SC_F_Emp2ko_norvsOIR","signed_p_Muller_Emp2ko_norvsOIR","signed_p_Microglia_Emp2ko_norvsOIR","signed_p_Cone_Emp2ko_norvsOIR","signed_p_BC_Emp2ko_norvsOIR","signed_p_AC_Emp2ko_norvsOIR","signed_p_Melano_Emp2ko_norvsOIR","signed_p_Immune_Emp2ko_norvsOIR","signed_p_Endo_Emp2ko_norvsOIR","signed_p_R_BC_Emp2ko_norvsOIR","signed_p_other_BCs_Emp2ko_norvsOIR","signed_p_B_T_Emp2ko_norvsOIR"
"Ighv1-19-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-21-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-32",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-33",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-34",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-35",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-36",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-37",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-38",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-39",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-40",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-41",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-42",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-43",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-44",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-45",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-46",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-47",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-48",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-49",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-50",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-51",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-52",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-53",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-54",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-55",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-56",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-57",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-58",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-60",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-61",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-62",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-62-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-62-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-62-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-63",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-64",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-65",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-66",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-67",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-68",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-69",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-70",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-71",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-72",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-73",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-74",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-75",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-76",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-77",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-78",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-79",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-80",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-81",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-82",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-83",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-84",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-85",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-86",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv1-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv10-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv10-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv10-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv10-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv11-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv11-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv12-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv12-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv12-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv13-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv13-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv14-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv14-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv14-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv14-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv15-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv15-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv16-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv2-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv2-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv2-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv2-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv2-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv2-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv2-6-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv2-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv2-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv2-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv2-9-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv3-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv3-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv3-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv3-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv3-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv3-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv3-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv3-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv4-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv4-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-12-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv5-9-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv6-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv6-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv6-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv6-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv6-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv6-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv6-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv7-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv7-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv7-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv7-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv8-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv8-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv8-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv8-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv8-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv8-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv8-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv8-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv8-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv8-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv8-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv8-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv8-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv8-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv8-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv8-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv9-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv9-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv9-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighv9-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igip",0.4043758531963,0.983298328494413,-1.56130203847632,1.99953237619267,1.45947170747587,0.209526386339097,-0.226965739573803,0.100849143125245,0.193388908043387,0.868765993489366,-0.0542592004042063,-0.388148536874036,0.91572196694821,-0.206933135332831
"Igkc",0.513544008486567,-0.248950044990197,0,0,0,0,0,0.575918481071897,0,0,0,0,0,0.710615065588722
"Igkj1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkj2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkj3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkj4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkj5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv1-108",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv1-110",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv1-115",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv1-117",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv1-122",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv1-131",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv1-132",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv1-133",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv1-135",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv1-136",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv1-35",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv1-88",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv1-99",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv10-94",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv10-95",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv10-96",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv11-106",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv11-114",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv11-118",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv11-125",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv12-38",-0.327993190309052,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv12-40",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv12-41",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv12-42",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv12-44",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv12-46",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv12-47",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv12-49",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv12-66",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv12-67",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv12-89",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188373479578804
"Igkv12-98",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv13-54-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv13-55-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv13-56-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv13-57-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv13-57-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv13-61-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv13-62-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv13-64",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv13-71-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv13-73-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv13-74-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv13-76",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv13-78-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv13-80-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv13-82",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv13-84",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv13-85",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv13-87",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv14-100",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv14-111",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv14-118-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv14-118-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv14-126",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv14-126-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv14-130",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv14-134-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv15-101",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv15-101-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv15-102",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv15-103",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv15-97",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv16-104",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv17-121",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv17-127",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv17-134",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv18-36",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv19-93",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv2-105",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv2-107",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv2-109",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv2-112",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv2-113",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv2-116",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv2-137",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv2-93-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv2-95-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv2-95-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv20-101-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv3-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv3-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv3-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv3-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv3-12-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv3-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv3-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv3-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv3-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv3-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv3-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv3-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv3-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-50",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-51",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-53",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-54",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-55",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-56",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-57",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-57-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-58",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-60",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-61",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-62",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-63",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-65",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-68",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-69",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-70",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-71",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-72",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188373479578804
"Igkv4-73",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-74",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-75",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-77",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-78",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-79",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-80",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-81",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-83",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-86",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-90",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-91",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv4-92",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv5-37",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv5-39",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv5-40-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv5-43",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv5-45",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv5-48",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv6-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv6-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv6-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv6-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv6-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv6-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv6-25",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188373479578804
"Igkv6-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv6-32",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv7-33",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv8-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv8-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv8-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv8-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv8-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv8-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv8-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv8-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0.188373479578804
"Igkv8-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv8-30",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.328828049866948
"Igkv8-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv8-34",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv9-119",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv9-120",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv9-123",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv9-124",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv9-128",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igkv9-129",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iglc1",0.327993190309052,-0.496149853736183,0,0,0,0,0,0,0,0,0,0,0,-0.0351360555261918
"Iglc2",0.327993190309052,0,-1.14758668988081,0,0,0,0,0,0,0,0,0,0,-1.10095476101502
"Iglc3",0,-0.496149853736183,0,0,0,0,0,0,0,0,0,0,0,-0.400474585998849
"Iglc4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iglj1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iglj2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iglj3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iglj3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iglj4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igll1",-0.0128469058494322,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iglon5",-0.0927553535986896,0.501426645277055,0.352024421813425,0.0740087472490436,-0.181440836358086,-1.05969385306449,0.0842187686083591,-0.0965707765841217,0,0,0,-0.0471867152414307,0.0670265676629897,-1.08177340877305
"Iglv1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iglv2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iglv3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igsf1",0,0.497726801434794,-1.36581420506945,0,0,0.374164467855552,0,0.0274750088806998,0,0,0,0,0,0
"Igsf10",0.513544008486567,-0.470511706794993,0.0149551412268638,2.05076214111619,-0.435037324148331,0,-0.593885912263509,-0.365271763356086,0,0,-0.294227845881863,-0.310587542543016,-0.698534228575058,-0.188373479578804
